LN46_0.75_1_0.5mL_s_0.5mL_Ti_2h,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_2h,,LN46_0.75_3_0.5mL_s_0.5mL_Ti_2h,,LN46_0.75_4_0.5mL_s_0.5mL_Ti_2h,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
272.0145569,10,272.0145569,10,272.0145569,10,272.0145569,10,
270.9944763,4.631634235,270.9944763,4.064338207,270.9944763,4.240166664,270.9944763,4.615746498,
270.0134888,4.438855171,270.0134888,4.33664465,270.0134888,10,270.0134888,10,
268.9931641,10,268.9931641,4.793087482,268.9931641,10,268.9931641,10,
268.0119629,10,268.0119629,4.058207989,268.0119629,4.431262493,268.0119629,10,
266.9914551,4.92249012,266.9914551,4.023434639,266.9914551,10,266.9914551,10,
266.0100403,10,266.0100403,4.023435593,266.0100403,10,266.0100403,4.184699535,
264.9892883,10,264.9892883,10,264.9892883,10,264.9892883,10,
264.0076599,10,264.0076599,4.471999168,264.0076599,10,264.0076599,10,
262.9866943,10,262.9866943,10,262.9866943,10,262.9866943,10,
262.0048828,10,262.0048828,10,262.0048828,10,262.0048828,10,
260.9837341,4.090548992,260.9837341,4.366299152,260.9837341,10,260.9837341,10,
260.001709,4.386063576,260.001709,4.062321186,260.001709,10,260.001709,4.64585638,
259.0196533,10,259.0196533,10,259.0196533,10,259.0196533,10,
257.9981384,10,257.9981384,10,257.9981384,10,257.9981384,10,
257.0158386,10,257.0158386,10,257.0158386,10,257.0158386,10,
255.9941406,10,255.9941406,4.270916939,255.9941406,10,255.9941406,4.258354664,
255.011673,10,255.011673,4.434531689,255.011673,10,255.011673,4.210290432,
253.9897461,10,253.9897461,10,253.9897461,10,253.9897461,10,
253.0070496,10,253.0070496,10,253.0070496,10,253.0070496,10,
251.9849548,10,251.9849548,10,251.9849548,10,251.9849548,10,
251.0020752,10,251.0020752,10,251.0020752,10,251.0020752,10,
250.0190887,10,250.0190887,10,250.0190887,10,250.0190887,10,
248.9966736,10,248.9966736,4.495716095,248.9966736,10,248.9966736,10,
248.0135193,4.436337948,248.0135193,3.990349054,248.0135193,10,248.0135193,4.245745182,
246.9909363,5.154467583,246.9909363,4.185477734,246.9909363,10,246.9909363,10,
246.0075531,4.826218128,246.0075531,10,246.0075531,10,246.0075531,10,
244.9847412,10,244.9847412,10,244.9847412,10,244.9847412,10,
244.0011902,10,244.0011902,10,244.0011902,10,244.0011902,10,
243.0175476,10,243.0175476,4.566446304,243.0175476,10,243.0175476,10,
241.9944458,10,241.9944458,4.648526192,241.9944458,10,241.9944458,10,
241.0106201,10,241.0106201,10,241.0106201,10,241.0106201,10,
239.9873657,10,239.9873657,10,239.9873657,10,239.9873657,10,
239.0033417,10,239.0033417,10,239.0033417,10,239.0033417,10,
238.0192261,10,238.0192261,4.697974205,238.0192261,10,238.0192261,4.667356491,
236.9956665,10,236.9956665,4.281179905,236.9956665,5.341163635,236.9956665,10,
236.0113678,10,236.0113678,10,236.0113678,10,236.0113678,10,
234.9876099,10,234.9876099,10,234.9876099,10,234.9876099,10,
234.0031586,10,234.0031586,10,234.0031586,4.397907257,234.0031586,10,
233.0186005,10,233.0186005,10,233.0186005,10,233.0186005,10,
231.9945526,4.565980434,231.9945526,10,231.9945526,10,231.9945526,10,
231.0098114,10,231.0098114,10,231.0098114,10,231.0098114,10,
229.9855957,10,229.9855957,10,229.9855957,10,229.9855957,10,
229.0006714,10,229.0006714,10,229.0006714,10,229.0006714,4.336686611,
228.0157013,3.941204548,228.0157013,3.818127871,228.0157013,4.269264221,228.0157013,3.925057888,
226.9911957,4.020704746,226.9911957,3.926994562,226.9911957,4.444366932,226.9911957,4.054482937,
226.0059967,4.599000931,226.0059967,4.172404766,226.0059967,10,226.0059967,4.405518532,
224.9813385,3.948395252,224.9813385,3.924430609,224.9813385,4.192975998,224.9813385,4.067996979,
223.9959869,4.233839035,223.9959869,4.04111433,223.9959869,4.299647808,223.9959869,3.776780367,
223.0105438,3.836497545,223.0105438,3.895491123,223.0105438,4.369334221,223.0105438,3.868365288,
221.9855957,4.473795414,221.9855957,4.370467663,221.9855957,4.626366615,221.9855957,4.374392509,
221,10,221,4.585333824,221,10,221,4.201134682,
220.0142975,5.123680115,220.0142975,10,220.0142975,10,220.0142975,5.13203907,
218.9891205,4.775263309,218.9891205,10,218.9891205,10,218.9891205,5.087992668,
218.0032501,3.672803164,218.0032501,3.658135891,218.0032501,3.773035049,218.0032501,3.691925287,
217.0173187,10,217.0173187,10,217.0173187,10,217.0173187,10,
215.9918518,3.852401495,215.9918518,3.462020397,215.9918518,3.954808474,215.9918518,3.873208761,
215.0057373,10,215.0057373,4.444160938,215.0057373,10,215.0057373,3.972083569,
214.0195618,3.801625967,214.0195618,4.024686813,214.0195618,3.91488266,214.0195618,4.258980274,
212.9938354,10,212.9938354,10,212.9938354,10,212.9938354,10,
212.0074921,3.759566069,212.0074921,3.55350256,212.0074921,3.647943974,212.0074921,3.542357922,
210.9815826,3.835261822,210.9815826,3.480507374,210.9815826,4.02580595,210.9815826,3.999814749,
209.9950714,3.598981142,209.9950714,3.560864449,209.9950714,3.617188931,209.9950714,3.68320179,
209.0084534,4.035803795,209.0084534,4.075872898,209.0084534,4.778224468,209.0084534,3.494021654,
207.9823303,10,207.9823303,10,207.9823303,10,207.9823303,10,
206.995575,10,206.995575,4.091732025,206.995575,10,206.995575,10,
206.0087585,3.927867413,206.0087585,4.472804546,206.0087585,3.750186443,206.0087585,4.244771004,
204.9823456,3.812902451,204.9823456,3.461877823,204.9823456,3.865455627,204.9823456,3.562634945,
203.9953613,3.849783659,203.9953613,3.584201574,203.9953613,3.755258083,203.9953613,4.158925056,
203.0082855,3.634687662,203.0082855,3.824521303,203.0082855,10,203.0082855,3.531086683,
201.9816742,10,201.9816742,3.497353554,201.9816742,3.54250145,201.9816742,3.584204197,
200.9944458,3.669569731,200.9944458,3.729551792,200.9944458,3.584959984,200.9944458,3.869517088,
200.0071564,4.15070343,200.0071564,3.769440413,200.0071564,3.912536144,200.0071564,3.715231657,

LN46_0.75_1_0.5mL_s_0.5mL_Ti_2h,
LN46_0.75_1_0.5mL_s_0.5mL_Ti_2h
Collection Time: 2/1/2024 12:51:04 PM
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 2/1/2024 9:15:53 AM
Method Modifications:
UVVIS SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common Interval nm Changed: 2/1/2024 11:03:08 AM, Old:     5.00, New:     1.00
Baseline Correction Changed: 2/1/2024 11:03:08 AM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 207.0

LN46_0.75_2_0.5mL_s_0.5mL_Ti_2h,
LN46_0.75_2_0.5mL_s_0.5mL_Ti_2h
Collection Time: 2/1/2024 12:53:14 PM
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 2/1/2024 9:15:53 AM
Method Modifications:
UVVIS SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common Interval nm Changed: 2/1/2024 11:03:08 AM, Old:     5.00, New:     1.00
Baseline Correction Changed: 2/1/2024 11:03:08 AM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 206.0

LN46_0.75_3_0.5mL_s_0.5mL_Ti_2h,
LN46_0.75_3_0.5mL_s_0.5mL_Ti_2h
Collection Time: 2/1/2024 12:55:29 PM
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 2/1/2024 9:15:53 AM
Method Modifications:
UVVIS SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common Interval nm Changed: 2/1/2024 11:03:08 AM, Old:     5.00, New:     1.00
Baseline Correction Changed: 2/1/2024 11:03:08 AM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 209.0

LN46_0.75_4_0.5mL_s_0.5mL_Ti_2h,
LN46_0.75_4_0.5mL_s_0.5mL_Ti_2h
Collection Time: 2/1/2024 12:57:50 PM
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 2/1/2024 9:15:53 AM
Method Modifications:
UVVIS SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common SAT Changed: 2/1/2024 11:03:06 AM, Old:0.0125, New:0.1000
Common Interval nm Changed: 2/1/2024 11:03:08 AM, Old:     5.00, New:     1.00
Baseline Correction Changed: 2/1/2024 11:03:08 AM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 207.0

